model,fit_seconds,inference_ms_per_1000,val_mae,val_mse,val_rmse,val_r2,test_mae,test_mse,test_rmse,test_r2
Blend_XGB_LGBM_keep,2.3326869000156876,4.651573333345975,0.7944279855408118,0.8493913942098181,0.9216243237945807,0.9721561909697387,0.8013316373189975,0.8625500052904619,0.9287357026035242,0.9714899134473601
XGB_keep,1.3720781000156421,1.0121333335215847,0.7946069328282674,0.8495751088907344,0.9217239873686344,0.9721501686383066,0.8007358549245198,0.861102959314142,0.9279563348100718,0.9715377430291553
LGBM_keep,0.9606088000000454,3.63943999982439,0.7948722932216762,0.8512847237203314,0.9226509219202739,0.9720941259362554,0.8026121584298376,0.866011389305049,0.9305973293025556,0.9713755034337463
Linear_keep,0.08434190001571551,0.2550066662176202,0.8296094796208475,0.9540819775904734,0.9767712002257609,0.9687243400812218,0.8316257058355676,0.9573367623192164,0.978435875425271,0.9683569024562769
XGB_remove_train_outliers,1.13881110001239,1.0971933331650991,0.8230496486740113,0.9985452959914748,0.9992723832826937,0.9672667927657572,0.8262072797215779,0.9950561994684741,0.9975250370133444,0.9671101522258598
Blend_XGB_LGBM_remove_train_outliers,2.3355324000294786,3.270000000096237,0.8243889061474896,1.0065912374596335,1.0032902060020488,0.9670030396135176,0.8274574475263153,1.0019664657896465,1.000982749996046,0.9668817454207934
LGBM_remove_train_outliers,1.1967213000170887,2.1728066669311374,0.8264116027720938,1.0176103480558187,1.0087667461092376,0.9666418233200456,0.8293869511625827,1.0118962794581647,1.005930553993746,0.9665535327427983
