cluster,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
0,199.3481763006886,0.8751427444529456,1927.2148737566947,1101.9188140780414,825.8461591430757,123.00790342846213,0.8125004659525631,0.32530750191277735,0.6267993289977046,0.018486336648814078,0.4468247895944912,24.97628156082632,5049.504880479724,2142.8136638370315,199.44275540933435,0.7877571078806427,11.467482785003826
1,2113.430625461971,0.9754228502264564,943.2213118850539,563.7584444791504,379.6609230048415,1247.7315525886304,0.46576781227549585,0.20301134686865532,0.3416557426206466,0.17503749242542557,4.238325784788381,14.569889114477588,4547.854777669061,1759.7832102972043,1102.3407149048885,0.03329493831016711,11.580665313134467
2,168.71398908145161,0.37268461048387097,339.0059354838709,203.51714516129033,136.05290322580646,492.66128674193544,0.2777322556451613,0.07011105564516129,0.2055369064516129,0.05210797338709678,1.092741935483871,4.611290322580645,3632.4283154120967,1163.7807431080646,195.9324858419355,0.10722586612903225,11.24274193548387
